season,name,team,pos,games,minutes,points,rebounds,assists,steals,blocks,turnovers
2023-24,Tyrese Haliburton,IND,PG,69,2224,1389,271,752,83,48,159
2023-24,Trae Young,ATL,PG,54,1942,1389,149,583,72,11,235
2023-24,Klay Thompson,GSW,SF,77,2284,1375,254,176,50,35,117
2023-24,Nikola Vučević,CHI,C,76,2610,1370,801,254,50,60,120
2023-24,D'Angelo Russell,LAL,PG,76,2484,1369,236,482,69,36,156
2023-24,Bam Adebayo,MIA,C,71,2416,1367,737,278,81,66,162
2023-24,Chet Holmgren,OKC,C,82,2413,1357,648,200,53,190,131
2023-24,Jordan Poole,WAS,SG,78,2346,1356,212,343,86,25,188
2023-24,Michael Porter Jr.,DEN,SF,81,2565,1356,565,122,42,53,92
2023-24,Jalen Williams,OKC,PF,71,2223,1355,282,322,80,45,123
2023-24,Joel Embiid,PHI,C,39,1309,1353,430,219,46,66,150
2023-24,Karl-Anthony Towns,MIN,PF,62,2026,1349,515,189,43,41,177
2023-24,Bogdan Bogdanović,ATL,SG,79,2401,1333,272,247,96,26,112
2023-24,Brandon Ingram,NOP,SF,64,2103,1332,324,363,50,40,163
2023-24,Alperen Şengün,HOU,C,63,2046,1331,589,312,76,46,162
2023-24,Devin Vassell,SAS,SG,68,2248,1323,261,277,73,23,108
2023-24,CJ McCollum,NOP,PG,66,2159,1322,286,305,62,41,110
2023-24,Myles Turner,IND,C,77,2076,1313,533,100,39,144,109
2023-24,Austin Reaves,LAL,SG,82,2629,1300,352,450,66,25,174
2023-24,Brandon Miller,CHO,SF,74,2383,1279,315,175,66,42,132
2023-24,Lauri Markkanen,UTA,PF,55,1820,1278,449,110,50,26,77
2023-24,Jarrett Allen,CLE,C,77,2442,1271,811,210,53,81,121
2023-24,Fred VanVleet,HOU,PG,73,2684,1270,278,589,101,59,126
2023-24,Donte DiVincenzo,NYK,SG,81,2360,1259,297,216,107,36,113
2023-24,Jamal Murray,DEN,PG,59,1861,1250,242,384,57,39,125
2023-24,Jimmy Butler,MIA,PF,60,2042,1246,318,298,79,17,102
2023-24,Terry Rozier,MIA,SG,61,2040,1205,247,342,63,21,106
2023-24,Tobias Harris,PHI,PF,70,2368,1204,453,217,70,46,93
2023-24,James Harden,LAC,PG,72,2470,1192,369,614,77,57,185
2023-24,Scottie Barnes,TOR,SG,60,2094,1191,494,363,75,88,165
2023-24,Jonathan Kuminga,GSW,PF,74,1949,1188,355,163,55,36,122
2023-24,Jaden Ivey,DET,SG,77,2217,1185,264,296,57,41,190
2023-24,Keegan Murray,SAC,SF,77,2588,1172,420,129,79,59,64
2023-24,RJ Barrett,TOR,SG,58,1838,1170,315,193,31,22,126
2023-24,Immanuel Quickley,TOR,SG,68,1985,1156,259,331,50,10,101
2023-24,Kristaps Porziņģis,BOS,C,57,1690,1145,409,115,42,111,89
2023-24,Tim Hardaway Jr.,DAL,SF,79,2120,1139,254,139,42,6,69
2023-24,Jerami Grant,POR,PF,54,1830,1132,191,152,45,34,116
2023-24,Bobby Portis,MIL,PF,82,2008,1130,607,104,68,34,91
2023-24,Dennis Schröder,TOR,PG,80,2486,1122,242,488,63,17,153
2023-24,Malik Monk,SAC,SG,72,1872,1110,212,370,45,39,150
2023-24,Derrick White,BOS,SG,73,2381,1107,310,377,74,87,112
2023-24,Deni Avdija,WAS,SF,75,2257,1102,540,286,60,36,160
2023-24,Julius Randle,NYK,PF,46,1630,1102,423,229,25,12,159
2023-24,Naz Reid,MIN,PF,81,1964,1090,423,106,63,73,111
2023-24,Keldon Johnson,SAS,SF,69,2038,1084,377,195,51,20,100
2023-24,Corey Kispert,WAS,SF,80,2067,1070,225,156,41,16,98
2023-24,Rudy Gobert,MIN,C,76,2593,1061,982,102,52,162,118
2023-24,Norman Powell,LAC,SG,76,1990,1056,195,82,43,22,66
2023-24,Kelly Oubre Jr.,PHI,SF,68,2055,1049,341,101,77,47,87
2023-24,Jabari Smith Jr.,HOU,PF,76,2424,1044,616,121,52,61,89
2023-24,Anfernee Simons,POR,SG,46,1582,1039,167,255,23,5,126
2023-24,Darius Garland,CLE,PG,57,1901,1028,152,373,74,7,176
2023-24,John Collins,UTA,PF,68,1901,1027,575,77,40,61,98
2023-24,Grayson Allen,PHO,SG,75,2513,1014,295,227,69,45,95
2023-24,Aaron Gordon,DEN,PF,73,2297,1013,471,259,56,45,105
2023-24,Buddy Hield,IND,SF,84,2160,1013,269,236,70,42,103
2023-24,Jonas Valančiūnas,NOP,C,82,1925,1002,721,173,32,68,111
2023-24,Harrison Barnes,SAC,PF,82,2381,1000,249,99,54,12,58
2023-24,Desmond Bane,MEM,SG,42,1443,997,185,230,43,22,112
2023-24,Brook Lopez,MIL,C,79,2411,990,409,127,43,189,79
2023-24,Josh Giddey,OKC,SG,80,2011,986,514,386,51,44,168
2023-24,Keyonte George,UTA,PG,75,2023,974,211,332,36,7,188
2023-24,Gary Trent Jr.,TOR,SG,71,1994,974,188,119,77,10,47
2023-24,Bradley Beal,PHO,SG,53,1767,964,232,265,52,27,131
2023-24,Caris LeVert,CLE,SG,68,1958,952,280,346,76,34,117
2023-24,Jalen Suggs,ORL,SG,75,2025,943,229,205,106,47,132
2023-24,Jordan Clarkson,UTA,SG,55,1682,942,188,277,35,6,146
2023-24,Andrew Wiggins,GSW,SF,71,1920,939,321,119,42,41,87
2023-24,P.J. Washington,CHO,PF,73,2221,939,411,141,72,59,96
2023-24,Cole Anthony,ORL,PG,81,1817,937,311,236,64,37,126
2023-24,Ayo Dosunmu,CHI,SG,76,2212,924,216,242,68,36,103
2023-24,Rui Hachimura,LAL,PF,68,1826,923,294,81,41,25,46
2023-24,Deandre Ayton,POR,C,55,1784,920,609,90,56,42,99
2023-24,Dillon Brooks,HOU,SF,72,2227,915,246,119,64,10,88
2023-24,Jalen Johnson,ATL,SF,56,1889,896,488,203,67,47,101
2023-24,De'Andre Hunter,ATL,SF,57,1681,891,222,87,40,16,83
2023-24,Malik Beasley,MIL,SG,79,2337,889,290,108,59,9,54
2023-24,Jaime Jaquez Jr.,MIA,SF,75,2113,889,285,195,77,20,110
2023-24,Aaron Nesmith,IND,SF,72,1995,877,275,108,65,49,64
2023-24,Tyler Herro,MIA,SG,42,1407,875,222,188,30,3,93
2023-24,Duncan Robinson,MIA,SF,68,1905,875,173,192,46,16,95
2023-24,Mike Conley,MIN,PG,76,2193,869,218,449,88,17,102
2023-24,Scoot Henderson,POR,PG,62,1765,868,194,336,48,13,212
2023-24,Moritz Wagner,ORL,C,80,1415,868,347,96,39,21,97
2023-24,Bojan Bogdanović,NYK,PF,57,1478,868,152,97,30,5,101
2023-24,Saddiq Bey,ATL,SF,63,2062,863,411,92,51,11,54
2023-24,Jeremy Sochan,SAS,PF,74,2193,861,476,249,62,40,140
2023-24,Luguentz Dort,OKC,SF,79,2246,860,284,113,72,47,74
2023-24,Jrue Holiday,BOS,PG,69,2263,860,373,333,61,53,124
2023-24,Bennedict Mathurin,IND,SF,59,1538,856,234,119,35,14,97
2023-24,Max Strus,CLE,SF,70,2239,853,338,283,64,29,112
2023-24,Obi Toppin,IND,PF,82,1730,843,320,128,47,43,69
2023-24,Trey Murphy III,NOP,SF,57,1690,842,280,124,51,28,34
2023-24,Nic Claxton,BRK,C,71,2116,841,706,147,46,146,93
2023-24,Jalen Duren,DET,C,61,1777,841,709,147,33,47,129
2023-24,Herbert Jones,NOP,SF,76,2321,837,272,199,105,62,93
2023-24,Clint Capela,ATL,C,73,1883,836,776,91,43,106,74
2023-24,Reggie Jackson,DEN,PG,82,1817,833,155,308,44,13,106
2023-24,Jusuf Nurkić,PHO,C,76,2078,829,837,301,81,80,175
2023-24,Khris Middleton,MIL,SF,55,1487,828,257,292,51,15,127
2023-24,Daniel Gafford,WAS,C,74,1815,814,562,115,65,153,74
2023-24,Spencer Dinwiddie,BRK,PG,76,2152,795,205,356,51,22,91
2023-24,Ivica Zubac,LAC,C,68,1794,794,626,93,22,83,79
2023-24,Tyus Jones,WAS,PG,66,1933,790,179,485,71,18,66
2023-24,Payton Pritchard,BOS,PG,82,1825,787,265,281,39,6,61
2023-24,Evan Mobley,CLE,PF,50,1532,785,468,160,45,72,90
2023-24,Grant Williams,DAL,PF,76,2130,784,318,174,44,39,109
2023-24,Zach Collins,SAS,C,69,1526,776,370,194,34,52,132
2023-24,Cameron Johnson,BRK,PF,58,1599,776,251,138,49,15,57
2023-24,Tre Jones,SAS,PG,77,2138,771,289,478,78,9,116
2023-24,Georges Niang,CLE,PF,82,1831,768,278,98,30,18,72
2023-24,Kentavious Caldwell-Pope,DEN,SG,76,2402,766,183,183,98,42,75
2023-24,Kelly Olynyk,UTA,C,78,1759,762,411,347,74,30,152
2023-24,Josh Hart,NYK,SF,81,2707,761,675,331,75,23,118
2023-24,Jaden McDaniels,MIN,SF,72,2105,757,224,101,63,42,87
2023-24,Russell Westbrook,LAC,PG,68,1529,754,343,306,74,23,144
2023-24,Eric Gordon,PHO,SG,68,1893,749,122,139,66,30,73
2023-24,OG Anunoby,TOR,SF,50,1702,733,208,107,68,36,81
2023-24,T.J. McConnell,IND,PG,71,1291,727,191,390,72,8,108
2023-24,Bruce Brown,TOR,SG,67,1866,726,284,192,59,17,86
2023-24,Alex Caruso,CHI,SG,71,2040,715,273,247,120,70,102
2023-24,Sam Hauser,BOS,SF,79,1741,712,276,82,40,25,32
2023-24,GG Jackson II,MEM,PF,48,1233,699,196,59,28,24,65
2023-24,Taurean Prince,LAL,PF,78,2108,697,230,119,58,35,73
2023-24,Simone Fontecchio,UTA,SF,66,1644,692,246,101,44,23,68
2023-24,Malaki Branham,SAS,PG,75,1594,690,148,156,27,8,91
2023-24,Alec Burks,DET,SG,66,1212,689,150,88,28,12,48
2023-24,Brandin Podziemski,GSW,SG,74,1968,682,427,273,61,14,88
2023-24,Andre Drummond,CHI,C,79,1351,663,708,37,73,48,81
2023-24,Terance Mann,LAC,SG,75,1873,658,254,119,43,15,48
2023-24,Derrick Jones Jr.,DAL,SF,76,1783,657,250,75,53,51,65
2023-24,Nickeil Alexander-Walker,MIN,SG,82,1921,655,167,204,64,42,76
2023-24,Kevin Huerter,SAC,SG,64,1562,655,224,166,45,23,53
2023-24,Santi Aldama,MEM,PF,61,1618,654,352,138,43,54,69
2023-24,Nick Richards,CHO,C,67,1759,652,539,54,26,74,73
2023-24,Isaac Okoro,CLE,SF,69,1887,647,206,132,57,34,54
2023-24,Caleb Martin,MIA,SF,64,1756,640,281,143,47,29,77
2023-24,Jabari Walker,POR,PF,72,1700,638,508,71,42,22,66
2023-24,Isaiah Joe,OKC,SG,78,1445,636,180,99,46,22,47
2023-24,Andrew Nembhard,IND,PG,68,1697,626,141,280,63,6,101
2023-24,Duop Reath,POR,C,68,1214,617,250,67,33,38,52
2023-24,Malcolm Brogdon,POR,PG,39,1121,613,148,214,27,8,60
2023-24,Royce O'Neale,BRK,SF,79,1954,608,377,219,59,44,73
2023-24,Wendell Carter Jr.,ORL,C,55,1406,603,381,95,35,28,68
2023-24,Jalen Smith,IND,C,61,1047,601,337,63,17,38,44
2023-24,Christian Braun,DEN,SG,82,1655,600,306,132,42,35,55
2023-24,Paul Reed,PHI,C,82,1590,600,488,109,67,84,67
2023-24,Amen Thompson,HOU,SF,62,1388,592,409,163,78,38,90
2023-24,Marcus Sasser,DET,PG,71,1351,586,125,236,44,12,90
2023-24,Marvin Bagley III,DET,C,50,1053,583,312,55,20,33,59
2023-24,Isaiah Hartenstein,NYK,C,75,1896,582,626,188,87,85,93
2023-24,Dorian Finney-Smith,BRK,PF,68,1934,580,317,107,56,38,59
2023-24,Cam Whitmore,HOU,SF,47,880,579,180,33,30,17,46
2023-24,Cameron Payne,MIL,PG,78,1304,578,117,205,42,11,66
2023-24,Lonnie Walker IV,BRK,SG,58,1011,565,127,74,32,20,51
2023-24,Precious Achiuwa,NYK,C,74,1624,565,487,97,46,68,83
2023-24,Al Horford,BOS,C,65,1740,562,413,168,38,62,48
2023-24,Miles McBride,NYK,PG,68,1328,562,100,114,50,7,30
2023-24,Onyeka Okongwu,ATL,C,55,1405,561,376,74,26,60,45
2023-24,Cason Wallace,OKC,SG,82,1692,561,187,120,76,37,45
2023-24,Dalano Banton,POR,PG,54,1047,557,178,127,33,20,77
2023-24,Ausar Thompson,DET,SF,63,1583,556,402,120,68,59,84
2023-24,Jakob Poeltl,TOR,C,50,1319,555,429,127,35,76,77
2023-24,Aaron Wiggins,OKC,SG,78,1228,542,186,86,56,19,56
2023-24,Trayce Jackson-Davis,GSW,PF,68,1130,540,341,82,29,76,49
2023-24,Moses Moody,GSW,SG,66,1156,533,196,57,42,24,44
2023-24,Chris Paul,GSW,PG,58,1531,533,225,393,70,6,76
2023-24,Bilal Coulibaly,WAS,SF,63,1715,532,256,110,57,48,87
2023-24,Peyton Watson,DEN,SF,80,1488,532,258,86,42,88,58
2023-24,Jaden Hardy,DAL,SG,73,989,530,131,109,22,4,62
2023-24,Toumani Camara,POR,PF,70,1739,527,343,87,66,33,84
2023-24,LaMelo Ball,CHO,PG,22,711,526,113,176,40,4,83
2023-24,Jordan Hawkins,NOP,SG,67,1160,524,148,70,19,7,40
2023-24,Vince Williams Jr.,MEM,SG,52,1436,521,290,175,47,34,92
2023-24,Walker Kessler,UTA,C,64,1493,518,481,60,30,154,66
2023-24,Talen Horton-Tucker,UTA,PG,51,1009,516,121,177,45,19,65
2023-24,Dario Šarić,GSW,C,64,1098,515,283,144,31,10,78
2023-24,Aaron Holiday,HOU,PG,78,1269,514,123,140,42,6,53
2023-24,Gradey Dick,TOR,SG,60,1268,510,132,68,34,2,50
2023-24,Shaedon Sharpe,POR,SG,32,1059,510,160,94,28,12,72
2023-24,Jeff Green,HOU,PF,78,1307,509,178,70,16,31,46
2023-24,Kyle Anderson,MIN,PF,79,1782,506,273,331,71,47,91
2023-24,Julian Champagnie,SAS,SF,74,1468,504,206,103,48,42,57
2023-24,Isaiah Stewart,DET,PF,46,1423,503,305,73,17,38,66
2023-24,Gordon Hayward,OKC,SF,51,1245,500,181,158,40,13,66
2023-24,Cedi Osman,SAS,SF,72,1269,489,180,119,36,11,47
2023-24,Zach LaVine,CHI,SG,25,872,487,129,98,21,8,52
2023-24,Kyle Lowry,MIA,PG,60,1690,487,194,253,59,21,85
2023-24,Kevin Love,MIA,PF,55,924,485,338,115,18,10,48
2023-24,Sam Merrill,CLE,SG,61,1069,485,120,108,19,4,19
2023-24,Dereck Lively II,DAL,C,55,1294,483,378,60,36,77,50
2023-24,Draymond Green,GSW,PF,55,1490,475,398,332,55,47,135
2023-24,Josh Green,DAL,SG,57,1505,469,184,130,47,9,60
2023-24,Naji Marshall,NOP,SF,66,1257,466,240,128,49,12,65
2023-24,Amir Coffey,LAC,SF,70,1460,463,148,76,41,14,33
2023-24,Ochai Agbaji,UTA,SG,78,1641,455,216,83,47,44,64
2023-24,Patrick Beverley,PHI,PG,73,1462,451,239,212,43,31,65
2023-24,James Wiseman,DET,C,63,1091,446,336,54,12,39,66
2023-24,Trendon Watford,BRK,PF,63,856,432,194,81,23,19,63
2023-24,Luke Kennard,MEM,SG,39,999,429,113,136,20,2,54
2023-24,Patrick Williams,CHI,PF,43,1174,429,166,66,40,33,57
2023-24,Pat Connaughton,MIL,SF,76,1676,428,239,161,40,19,49
2023-24,Danté Exum,DAL,PG,55,1088,428,149,157,22,5,49
2023-24,Josh Richardson,MIA,SG,43,1103,425,121,105,24,14,36
2023-24,David Roddy,MEM,PF,65,1177,425,211,80,27,11,57
2023-24,Vasilije Micić,OKC,PG,60,1176,422,88,262,31,7,99
2023-24,De'Anthony Melton,PHI,SG,38,1023,421,141,114,60,16,39
2023-24,Ziaire Williams,MEM,SF,51,1038,420,180,75,36,9,66
2023-24,Trey Lyles,SAC,PF,58,1158,419,257,72,17,19,38
2023-24,Day'Ron Sharpe,BRK,C,61,921,415,389,85,24,44,70
2023-24,Haywood Highsmith,MIA,PF,66,1366,405,210,70,53,30,34
2023-24,Jose Alvarado,NOP,PG,56,1028,397,128,117,59,15,40
2023-24,Jonathan Isaac,ORL,PF,58,914,393,260,30,43,70,27
2023-24,Isaiah Jackson,IND,C,59,771,383,238,50,34,61,39
2023-24,Tre Mann,CHO,PG,41,987,382,149,165,51,3,65
2023-24,Malachi Flynn,TOR,PG,69,876,380,114,130,38,8,63
2023-24,Drew Eubanks,PHO,C,75,1169,379,322,63,27,61,61
2023-24,Jake LaRavia,MEM,PF,35,806,379,128,58,29,12,45
2023-24,Davion Mitchell,SAC,PG,72,1101,379,95,134,17,3,43
2023-24,Kris Murray,POR,SF,62,1348,376,224,80,53,21,55
2023-24,Daniel Theis,LAC,C,60,1015,376,244,61,21,51,42
2023-24,Gary Harris,ORL,SG,54,1297,372,91,87,49,14,31
2023-24,Dennis Smith Jr.,BRK,PG,56,1059,369,164,203,68,12,68
2023-24,Jordan Goodwin,PHO,PG,57,1055,368,253,155,48,18,56
2023-24,Jordan Nwora,TOR,SF,52,712,364,149,62,26,13,53
2023-24,Quentin Grimes,NYK,SG,51,1025,359,100,66,35,7,28
2023-24,Jevon Carter,CHI,PG,72,1004,357,60,94,37,16,36
2023-24,Kris Dunn,UTA,PG,66,1249,357,189,254,68,28,79
2023-24,Dyson Daniels,NOP,PG,61,1358,354,236,164,85,25,59
2023-24,Matisse Thybulle,POR,SF,65,1487,354,136,90,113,49,40
2023-24,Nikola Jović,MIA,PF,46,896,352,192,90,25,14,42
2023-24,Doug McDermott,SAS,SF,64,904,351,59,70,16,2,28
2023-24,Larry Nance Jr.,NOP,C,61,1216,350,307,113,61,19,49
2023-24,Christian Wood,LAL,PF,50,872,347,254,49,16,33,50
2023-24,Markelle Fultz,ORL,PG,43,910,335,138,120,42,15,50
2023-24,Luke Kornet,BOS,C,63,983,334,261,67,23,61,21
2023-24,Kevon Looney,GSW,C,74,1195,334,419,133,28,29,50
2023-24,Chimezie Metu,PHO,C,51,859,332,194,46,43,16,52
2023-24,Landry Shamet,WAS,SG,46,726,327,62,54,25,10,30
2023-24,Garrison Mathews,ATL,SG,66,992,325,92,37,20,8,19
2023-24,Kenrich Williams,OKC,PF,69,1029,325,209,93,38,9,32
2023-24,Chris Boucher,TOR,PF,50,705,322,207,23,14,24,28
2023-24,Nicolas Batum,PHI,PF,60,1529,320,248,128,48,38,40
2023-24,Anthony Black,ORL,PG,69,1164,316,139,91,35,21,56
2023-24,Marcus Morris,PHI,PF,49,817,316,134,36,15,13,30
2023-24,Jae Crowder,MIL,PF,50,1156,312,161,66,38,9,23
2023-24,Goga Bitadze,ORL,C,62,957,311,286,79,32,72,44
2023-24,Keon Ellis,SAC,SG,57,978,310,124,85,51,29,37
2023-24,Torrey Craig,CHI,SF,53,1049,303,217,58,30,21,32
2023-24,Jaxson Hayes,LAL,C,70,877,303,211,33,34,29,43
2023-24,Bryce McGowens,CHO,SG,59,882,302,102,51,21,10,30
2023-24,Nick Smith Jr.,CHO,SG,51,729,302,72,59,10,7,39
2023-24,Joe Ingles,ORL,SF,68,1169,296,142,203,43,5,67
2023-24,Taylor Hendricks,UTA,PF,40,856,292,185,32,28,30,27
2023-24,Dean Wade,CLE,PF,54,1108,291,218,43,40,25,20
2023-24,Dāvis Bertāns,CHO,PF,43,674,290,61,35,26,12,18
2023-24,Killian Hayes,DET,PG,42,1008,289,119,205,36,20,51
2023-24,Marcus Smart,MEM,PG,20,605,289,53,86,41,5,62
2023-24,Craig Porter Jr.,CLE,PG,51,649,285,109,118,21,15,45
2023-24,Max Christie,LAL,SG,67,944,284,142,60,20,17,35
2023-24,Xavier Tillman Sr.,MEM,PF,54,974,284,211,77,51,44,34
2023-24,Bruno Fernando,ATL,C,45,682,282,193,46,25,28,44
2023-24,Danilo Gallinari,WAS,SF,49,630,280,108,55,14,6,23
2023-24,Josh Okogie,PHO,SG,60,960,277,154,64,48,24,36
2023-24,Jaylin Williams,OKC,C,69,897,276,234,110,28,27,34
2023-24,Jock Landale,HOU,C,56,763,274,172,65,20,33,31
2023-24,Lamar Stevens,BOS,PF,38,559,272,127,28,23,22,24
2023-24,Scotty Pippen Jr.,MEM,PG,21,527,271,67,98,36,10,56
2023-24,Blake Wesley,SAS,SG,61,876,268,94,166,29,9,55
2023-24,Jae'Sean Tate,HOU,SF,65,1031,265,197,64,42,15,37
2023-24,Cam Reddish,LAL,SF,48,984,260,99,48,47,14,31
2023-24,Bones Hyland,LAC,PG,37,540,256,55,93,26,4,44
2023-24,Mo Bamba,PHI,C,57,740,253,238,41,22,60,39
2023-24,Caleb Houstan,ORL,SF,59,815,253,84,29,15,4,16
2023-24,A.J. Green,MIL,SG,56,614,252,64,30,9,4,12
2023-24,Ben Sheppard,IND,SG,57,814,252,89,53,33,2,15
2023-24,Jared Butler,WAS,SG,40,566,251,58,126,29,8,50
2023-24,Troy Brown Jr.,MIN,SF,59,827,247,144,60,24,3,30
2023-24,Mason Plumlee,LAC,C,46,674,244,234,55,14,17,36
2023-24,Mark Williams,CHO,C,19,508,242,184,22,16,20,17
2023-24,Brice Sensabaugh,UTA,SF,32,584,241,102,55,13,6,47
2023-24,Gary Payton II,GSW,SG,44,680,240,113,48,39,18,27
2023-24,John Konchar,MEM,SF,55,1173,235,257,110,51,51,46
2023-24,Justin Holiday,DEN,SG,58,862,234,71,67,36,9,14
2023-24,Chris Duarte,SAC,SF,59,719,230,106,44,28,8,26
2023-24,Julian Strawther,DEN,SF,50,545,227,61,47,17,7,23
2023-24,Ja Morant,MEM,PG,9,318,226,50,73,7,5,27
2023-24,Seth Curry,DAL,SG,44,616,226,68,44,22,6,21
2023-24,Sasha Vezenkov,SAC,PF,42,511,225,96,19,20,7,12
2023-24,KJ Martin,PHI,SF,60,746,224,131,51,22,12,32
2023-24,Bol Bol,PHO,PF,43,469,223,137,17,10,25,19
2023-24,Kevin Knox,DET,SF,31,560,223,75,23,13,7,22
2023-24,Omer Yurtseven,UTA,C,48,545,222,208,29,8,18,37
2023-24,Evan Fournier,DET,SG,32,580,220,58,48,29,7,21
2023-24,Thomas Bryant,MIA,C,38,441,217,141,23,10,16,21
2023-24,Shake Milton,MIN,SG,48,581,216,75,60,19,6,31
2023-24,Tari Eason,HOU,PF,22,480,215,153,27,31,19,20
2023-24,Jalen Wilson,BRK,PF,43,664,214,131,45,11,4,19
2023-24,MarJon Beauchamp,MIL,SF,48,608,211,99,31,13,7,27
2023-24,Cody Martin,CHO,SF,28,753,211,109,104,32,18,44
2023-24,Delon Wright,WAS,PG,47,742,210,86,119,54,11,14
2023-24,Dwight Powell,DAL,C,63,836,208,214,84,26,20,32
2023-24,Eugene Omoruyi,WAS,SF,43,393,207,85,35,27,5,21
2023-24,Oshae Brissett,BOS,SF,55,630,201,160,44,19,8,20
2023-24,JT Thor,CHO,PF,63,781,199,146,29,11,27,15
2023-24,Richaun Holmes,DAL,C,40,555,199,182,25,11,19,24
2023-24,Keita Bates-Diop,PHO,SF,53,665,197,110,38,25,22,15
2023-24,Jordan McLaughlin,MIN,PG,56,626,195,72,110,35,7,19
2023-24,Maxi Kleber,DAL,C,43,871,191,143,68,17,30,28
2023-24,Derrick Rose,MEM,PG,24,399,191,45,78,8,2,31
2023-24,Sandro Mamukelashvili,SAS,C,46,451,190,147,49,7,12,19
2023-24,Anthony Gill,WAS,PF,50,466,189,94,34,13,11,23
2023-24,Zeke Nnaji,DEN,PF,58,576,186,126,32,15,38,27
2023-24,JaVale McGee,SAC,C,46,339,185,126,17,14,20,34
2023-24,Dalen Terry,CHI,SG,59,681,180,113,81,27,18,32
2023-24,Luka Šamanić,UTA,PF,43,404,177,102,19,5,7,28
2023-24,Bismack Biyombo,MEM,C,40,791,174,209,53,11,37,42
2023-24,Ricky Council IV,PHI,SG,32,289,173,46,16,8,1,5
2023-24,Jacob Gilyard,MEM,PG,41,699,173,46,137,33,5,30
2023-24,Mitchell Robinson,NYK,C,31,768,173,263,18,37,35,25
2023-24,Trey Jemison,MEM,C,25,573,171,134,27,12,28,34
2023-24,Jalen McDaniels,TOR,SF,50,538,169,79,37,19,6,30
2023-24,Patrick Baldwin Jr.,WAS,SF,38,493,168,123,29,18,15,19
2023-24,Brandon Boston Jr.,LAC,SF,32,345,167,52,13,11,8,24
2023-24,Lester Quiñones,GSW,SG,37,394,164,72,36,6,2,17
2023-24,Monte Morris,MIN,PG,33,476,164,57,69,19,9,7
2023-24,Jaden Springer,PHI,SG,49,507,163,78,44,36,15,34
2023-24,Svi Mykhailiuk,BOS,SF,41,413,162,51,35,11,1,12
2023-24,Tristan Thompson,CLE,C,49,549,161,174,51,12,14,29
2023-24,Mike Muscala,WAS,C,53,600,157,125,36,9,13,22
2023-24,Rayan Rupert,POR,SG,39,633,155,92,62,12,3,31
2023-24,Skylar Mays,POR,PG,38,433,155,43,85,21,4,20
2023-24,Neemias Queta,BOS,C,28,333,154,122,20,13,21,13
