season,name,team,pos,games,minutes,points,rebounds,assists,steals,blocks,turnovers
2023-24,Javon Freeman-Liberty,TOR,PG,22,403,153,70,40,10,4,25
2023-24,Johnny Davis,WAS,SG,50,613,152,72,32,18,10,13
2023-24,Nassir Little,PHO,SF,45,458,152,75,21,10,10,14
2023-24,Matt Ryan,NOP,SF,28,390,152,40,18,6,1,19
2023-24,Jarred Vanderbilt,LAL,PF,29,581,150,138,36,36,5,28
2023-24,Aleksej Pokusevski,CHO,PF,28,405,146,89,35,15,13,19
2023-24,Dominick Barlow,SAS,PF,33,420,144,113,36,12,14,9
2023-24,Danuel House Jr.,PHI,SF,34,509,144,58,28,15,5,19
2023-24,Johnny Juzang,UTA,SG,20,372,144,36,23,4,2,13
2023-24,DeAndre Jordan,DEN,C,36,396,142,157,26,6,16,23
2023-24,Ish Smith,CHO,PG,43,741,139,76,145,17,4,47
2023-24,Lindy Waters III,OKC,SG,38,280,137,40,24,5,7,7
2023-24,Thaddeus Young,TOR,PF,33,439,137,103,57,23,5,15
2023-24,A.J. Lawson,DAL,SG,42,311,136,50,20,10,3,14
2023-24,Vít Krejčí,ATL,PG,22,541,135,52,50,13,6,20
2023-24,Noah Clowney,BRK,PF,23,370,133,81,18,8,16,15
2023-24,Ousmane Dieng,OKC,PF,33,365,133,51,37,8,5,19
2023-24,Stanley Umude,DET,SG,24,307,127,51,11,8,7,14
2023-24,Robert Covington,PHI,SF,29,488,127,97,24,39,18,11
2023-24,Patty Mills,ATL,PG,32,415,127,35,34,20,1,16
2023-24,Andre Jackson Jr.,MIL,SG,57,572,125,113,50,16,6,28
2023-24,Olivier-Maxence Prosper,DAL,PF,40,336,121,79,22,7,4,8
2023-24,Alex Len,SAC,C,48,444,120,128,50,11,33,27
2023-24,Jarace Walker,IND,PF,33,340,120,63,40,15,11,17
2023-24,Yuta Watanabe,PHO,SF,34,464,117,54,15,12,7,19
2023-24,Jontay Porter,TOR,PF,26,360,115,82,60,20,20,21
2023-24,Jeremiah Robinson-Earl,NOP,PF,39,334,115,76,21,10,4,16
2023-24,Devonte' Graham,SAS,PG,23,313,114,36,49,9,2,17
2023-24,Isaiah Livers,DET,PF,23,469,114,48,25,13,5,16
2023-24,Javonte Green,CHI,SF,9,230,110,67,5,10,8,7
2023-24,Wesley Matthews,ATL,SG,36,413,110,53,23,16,11,8
2023-24,Damian Jones,CLE,C,39,270,107,62,15,7,13,13
2023-24,Chuma Okeke,ORL,SF,47,432,107,80,20,9,7,16
2023-24,Tosan Evbuomwan,DET,SF,17,367,101,60,16,6,5,9
2023-24,Luka Garza,MIN,C,25,122,99,31,4,4,1,6
2023-24,Orlando Robinson,MIA,C,36,304,99,84,34,7,8,18
2023-24,Jamal Cain,MIA,PF,26,259,97,37,10,10,5,8
2023-24,Reggie Bullock,HOU,SF,44,417,96,73,15,12,5,10
2023-24,Kenneth Lofton Jr.,MEM,PF,21,199,96,38,33,6,5,14
2023-24,Kessler Edwards,SAC,SF,54,275,93,42,15,10,4,4
2023-24,Ben Simmons,BRK,PG,15,359,92,119,86,12,9,27
2023-24,Jericho Sims,NYK,C,45,585,92,147,25,8,19,16
2023-24,Kobe Brown,LAC,PF,44,394,89,62,25,12,6,9
2023-24,Justin Champagnie,WAS,SF,15,235,89,53,19,10,9,10
2023-24,Julian Phillips,CHI,SF,40,323,89,36,13,7,7,10
2023-24,Kira Lewis Jr.,NOP,PG,28,265,89,26,37,9,2,14
2023-24,Furkan Korkmaz,PHI,SG,35,300,88,30,25,14,3,10
2023-24,Garrett Temple,TOR,SG,27,289,88,45,28,12,3,14
2023-24,Collin Gillespie,DEN,PG,24,225,87,21,27,13,0,14
2023-24,Tristan Vukcevic,WAS,C,10,153,85,36,13,5,7,10
2023-24,Trent Forrest,ATL,SG,38,414,83,51,92,11,3,20
2023-24,Jared Rhoden,DET,SG,17,245,83,33,14,3,13,7
2023-24,Gui Santos,GSW,PF,23,192,82,49,14,4,2,7
2023-24,Kobe Bufkin,ATL,SG,17,196,81,33,27,7,5,10
2023-24,Jaylen Nowell,MEM,SG,13,214,81,24,19,4,2,7
2023-24,Onuralp Bitim,CHI,SG,23,268,80,32,13,3,2,10
2023-24,Ashton Hagans,POR,PG,19,316,80,45,54,11,9,30
2023-24,Cody Zeller,NOP,C,43,320,76,112,39,9,5,16
2023-24,Moses Brown,POR,C,22,200,75,86,7,5,7,11
2023-24,Jules Bernard,WAS,SG,19,149,74,26,16,3,1,8
2023-24,Saben Lee,PHO,PG,24,185,71,31,30,7,3,8
2023-24,Leaky Black,CHO,SF,26,284,69,48,24,8,11,6
2023-24,Brandon Clarke,MEM,PF,6,134,68,32,9,5,6,3
2023-24,Markieff Morris,DAL,PF,26,216,66,39,16,5,3,12
2023-24,Colby Jones,SAC,SG,30,192,64,40,20,7,5,10
2023-24,Charles Bassey,SAS,C,19,205,63,76,21,8,17,15
2023-24,Cory Joseph,GSW,PG,26,296,63,30,42,4,3,12
2023-24,Nate Williams,HOU,SG,22,129,63,23,7,4,1,4
2023-24,Justin Minaya,POR,SF,34,381,61,56,21,9,10,9
2023-24,Théo Maledon,CHO,PG,17,213,59,24,28,7,0,18
2023-24,Harry Giles,BRK,C,23,100,56,30,6,2,3,6
2023-24,Brandon Williams,DAL,PG,17,113,54,13,17,1,1,7
2023-24,Micah Potter,UTA,PF,16,186,53,43,6,4,6,5
2023-24,Jeff Dowtin Jr.,PHI,PG,12,142,52,20,27,7,1,5
2023-24,Terquavion Smith,PHI,PG,16,84,52,4,12,8,0,7
2023-24,P.J. Tucker,LAC,PF,31,486,52,85,16,16,7,8
2023-24,James Bouknight,CHO,SG,14,81,50,9,6,1,1,2
2023-24,Josh Minott,MIN,SF,32,91,50,17,8,5,5,2
2023-24,Darius Bazley,UTA,PF,9,152,48,28,7,6,7,8
2023-24,AJ Griffin,ATL,SF,20,171,48,18,5,1,2,8
2023-24,Mãozinha Pereira,MEM,SF,7,122,48,37,2,6,4,5
2023-24,Jahmi'us Ramsey,TOR,SG,7,121,47,22,8,7,0,7
2023-24,Terry Taylor,CHI,PF,31,188,46,37,10,5,2,7
2023-24,Sidy Cissoko,SAS,SF,12,141,45,22,10,7,3,3
2023-24,Boban Marjanović,HOU,C,14,71,45,32,6,1,2,5
2023-24,Ryan Rollins,WAS,PG,13,78,44,13,14,10,3,8
2023-24,DeJon Jarreau,MEM,SG,9,150,43,44,26,6,2,9
2023-24,Dylan Windler,LAL,SF,17,108,43,16,10,2,0,2
2023-24,Armoni Brooks,BRK,PG,10,104,42,18,5,1,1,3
2023-24,Jalen Pickett,DEN,SG,27,122,42,14,21,4,0,9
2023-24,Zavier Simpson,MEM,PG,7,161,42,20,25,7,3,10
2023-24,Cole Swider,MIA,SF,18,87,42,7,5,1,1,8
2023-24,Emoni Bates,CLE,SF,15,133,41,14,10,1,2,8
2023-24,T.J. Warren,MIN,SF,11,125,41,22,9,4,1,4
2023-24,Robert Williams,POR,C,6,119,41,38,5,7,7,7
2023-24,Trevelin Queen,ORL,SG,14,165,40,20,18,7,5,7
2023-24,Joe Harris,DET,SG,16,170,39,13,10,3,2,4
2023-24,Otto Porter Jr.,TOR,SF,15,174,39,29,8,5,5,2
2023-24,Dru Smith,MIA,SG,9,131,39,14,14,9,3,5
2023-24,Marques Bolden,CHO,C,11,121,37,34,4,3,7,3
2023-24,Adama Sanogo,CHI,PF,9,66,36,36,0,1,0,5
2023-24,Udoka Azubuike,PHO,C,16,113,35,32,3,1,6,4
2023-24,Ibou Badji,POR,C,22,226,34,51,13,3,20,15
2023-24,Buddy Boeheim,DET,SF,10,84,34,10,3,0,1,0
2023-24,Jalen Hood-Schifino,LAL,SG,21,109,34,13,8,3,2,9
2023-24,Olivier Sarr,OKC,C,15,98,34,36,2,0,7,3
2023-24,Gabe Vincent,LAL,PG,11,218,34,9,21,9,0,5
2023-24,Taj Gibson,NYK,PF,20,204,34,37,11,3,7,5
2023-24,Nate Hinton,HOU,SG,15,75,33,22,10,3,2,3
2023-24,Nathan Mensah,CHO,C,25,307,33,65,9,6,14,14
2023-24,Xavier Moon,LAC,SG,14,119,33,18,21,3,3,5
2023-24,Thanasis Antetokounmpo,MIL,PF,34,155,32,13,17,7,4,14
2023-24,Matthew Hurt,MEM,PF,8,113,32,16,4,3,3,2
2023-24,Keon Johnson,BRK,SG,5,61,31,7,3,3,1,5
2023-24,Jerome Robinson,GSW,SG,22,81,31,6,5,1,3,2
2023-24,Moussa Diabaté,LAC,C,11,64,29,24,4,5,1,2
2023-24,Jett Howard,ORL,SF,18,67,29,7,6,2,2,3
2023-24,Leonard Miller,MIN,SF,17,52,29,20,8,2,1,1
2023-24,Daishen Nix,MIN,PG,15,50,27,3,6,5,0,5
2023-24,David Duke Jr.,SAS,SG,4,51,26,10,5,2,0,3
2023-24,Mouhamadou Gueye,TOR,PF,11,120,26,23,5,3,18,12
2023-24,Chris Livingston,MIL,SF,21,90,26,21,5,2,0,5
2023-24,Admiral Schofield,ORL,PF,23,84,26,17,7,1,0,5
2023-24,Oscar Tshiebwe,IND,PF,8,42,26,16,2,2,1,0
2023-24,Colin Castleton,LAL,C,16,59,24,12,3,2,0,3
2023-24,Mouhamed Gueye,ATL,PF,6,73,24,22,4,5,4,1
2023-24,Amari Bailey,CHO,PG,10,65,23,9,7,3,0,4
2023-24,RaiQuan Gray,SAS,PF,3,39,23,7,6,1,1,1
2023-24,Jay Huff,DEN,C,20,49,23,11,2,2,3,1
2023-24,Isaiah Mobley,CLE,PF,10,72,23,10,6,2,0,2
2023-24,Ish Wainright,POR,SF,11,62,23,14,1,4,1,2
2023-24,Dexter Dennis,DAL,SG,4,30,22,9,4,0,1,3
2023-24,Braxton Key,DEN,SF,20,60,22,18,9,2,1,1
2023-24,Kendall Brown,IND,SG,15,63,21,5,5,0,0,2
2023-24,Jamaree Bouyea,POR,PG,9,95,21,19,11,1,0,9
2023-24,Jermaine Samuels,HOU,SF,14,60,20,13,3,1,2,0
2023-24,Kobi Simmons,TOR,PG,4,67,20,7,12,6,2,1
2023-24,Hunter Tyson,DEN,PF,18,48,20,9,2,1,0,2
2023-24,Malik Williams,TOR,C,7,107,19,38,2,3,4,3
2023-24,Robin Lopez,MIL,C,16,65,18,5,4,1,3,2
2023-24,Taze Moore,POR,SG,4,40,18,8,5,2,0,3
2023-24,Wendell Moore Jr.,MIN,SG,25,75,18,12,6,5,1,4
2023-24,Wenyen Gabriel,MEM,PF,5,81,17,25,3,2,2,8
2023-24,JD Davison,BOS,SG,8,39,16,10,10,1,1,2
2023-24,Greg Brown III,DAL,PF,6,40,15,9,4,0,4,4
2023-24,Jordan Walsh,BOS,SF,9,83,15,20,5,5,1,3
2023-24,Alex Fudge,LAL,SF,6,40,15,5,0,3,0,2
2023-24,D'Moi Hodge,LAL,SG,7,41,14,0,5,1,1,1
2023-24,DaQuan Jeffries,NYK,SG,17,46,14,5,5,0,1,3
2023-24,Seth Lundy,ATL,SF,9,52,14,7,0,0,0,1
2023-24,Dereon Seabron,NOP,SG,6,55,14,7,5,2,1,0
2023-24,TyTy Washington Jr.,MIL,PG,11,56,14,5,5,3,0,2
2023-24,Timmy Allen,MEM,SF,5,125,13,17,5,4,0,2
2023-24,Jordan Miller,LAC,SF,8,28,13,5,0,0,0,1
2023-24,Jacob Toppin,NYK,SF,9,38,13,7,3,0,1,1
2023-24,Mamadi Diakite,SAS,PF,6,24,12,4,2,1,1,1
2023-24,Jordan Ford,SAC,PG,6,22,12,2,2,0,0,1
2023-24,Jason Preston,UTA,PG,7,71,12,17,16,2,1,2
2023-24,D.J. Carton,TOR,SG,4,36,11,4,3,1,0,1
2023-24,Henri Drell,CHI,SF,4,30,11,4,4,2,1,2
2023-24,Keyontae Johnson,OKC,SF,9,66,11,10,4,1,0,4
2023-24,Maxwell Lewis,LAL,SF,34,103,11,4,6,2,1,10
2023-24,Drew Peterson,BOS,PF,3,23,11,1,1,2,0,1
2023-24,R.J. Hampton,MIA,PG,8,76,10,6,8,0,0,3
2023-24,D.J. Wilson,PHI,PF,2,15,10,2,2,0,2,0
2023-24,James Johnson,IND,PF,9,47,8,4,8,5,1,5
2023-24,Jalen Slawson,SAC,SF,12,37,8,7,2,1,1,2
2023-24,Isaiah Thomas,PHO,PG,6,19,8,0,3,0,0,0
2023-24,Mason Jones,SAC,SG,5,28,7,5,5,1,0,2
2023-24,Juan Toscano-Anderson,SAC,SF,11,53,7,14,4,1,1,2
2023-24,Charlie Brown Jr.,NYK,SG,8,37,6,2,0,0,2,2
2023-24,Jack White,MEM,SF,4,64,6,12,1,4,1,2
2023-24,Lindell Wigginton,MIL,PG,3,8,6,0,0,0,0,1
2023-24,Frank Ntilikina,CHO,PG,5,43,5,6,4,0,0,1
2023-24,Alondes Williams,MIA,SG,7,16,5,1,0,0,1,2
2023-24,Izaiah Brockington,NOP,PG,1,3,4,2,0,0,0,0
2023-24,Kevon Harris,ORL,SG,2,6,4,2,1,0,0,1
2023-24,Ty Jerome,CLE,SG,2,15,4,1,3,0,0,1
2023-24,E.J. Liddell,NOP,PF,8,23,4,5,1,2,2,2
2023-24,Pat Spencer,GSW,PG,6,26,4,4,5,0,0,1
2023-24,Adam Flagler,OKC,SG,2,14,3,0,4,0,0,0
2023-24,Usman Garuba,GSW,PF,6,18,3,7,1,1,3,2
2023-24,Pete Nance,CLE,PF,8,27,3,3,0,1,0,1
2023-24,Filip Petrušev,SAC,C,3,10,3,1,0,0,0,0
2023-24,Dariq Whitehead,BRK,SF,2,24,3,4,3,0,1,0
2023-24,Hamidou Diallo,WAS,SG,2,5,2,2,1,2,0,1
2023-24,Shaquille Harrison,MEM,SG,3,6,2,2,0,0,1,0
2023-24,Quenton Jackson,IND,PG,3,11,2,4,2,1,0,0
2023-24,Markquis Nowell,TOR,SG,1,4,2,2,2,1,0,0
2023-24,Joshua Primo,LAC,SG,2,10,2,1,0,0,1,4
2023-24,Isaiah Wong,IND,SG,1,4,2,0,0,0,0,0
2023-24,Ryan Arcidiacono,NYK,PG,20,45,0,8,4,2,0,2
2023-24,Malcolm Cazalon,DET,SG,1,3,0,0,0,0,0,0
2023-24,Jalen Crutcher,NOP,PG,1,3,0,0,0,0,0,0
2023-24,Andrew Funk,CHI,SG,5,13,0,0,0,1,1,0
2023-24,Kaiser Gates,NOP,SF,1,7,0,1,0,0,0,0
2023-24,Danny Green,PHI,SG,2,18,0,2,1,1,0,0
2023-24,Ron Harper Jr.,TOR,PF,1,4,0,0,1,0,0,0
2023-24,Justin Jackson,MIN,SF,2,1,0,0,0,0,0,0
2023-24,Dmytro Skapintsev,NYK,C,2,2,0,0,0,0,0,0
2023-24,Javonte Smart,PHI,PG,1,1,0,0,0,0,0,0
