season,name,team,pos,games,minutes,points,rebounds,assists,steals,blocks,turnovers
2022-23,Isaiah Roby,SAS,PF,42,474,172,107,38,18,7,31
2022-23,Ricky Rubio,CLE,PG,33,566,171,70,115,26,6,31
2022-23,Blake Griffin,BOS,C,41,569,170,155,61,14,9,22
2022-23,Taj Gibson,WAS,C,49,480,168,93,34,15,12,26
2022-23,Goga Bitadze,IND,C,38,457,167,137,39,16,26,22
2022-23,Julian Champagnie,SAS,SF,17,320,165,60,10,6,5,11
2022-23,Evan Fournier,NYK,SG,27,459,165,49,36,16,3,22
2022-23,Javonte Green,CHI,SF,32,480,165,88,23,24,21,20
2022-23,Johnny Davis,WAS,SG,28,423,163,65,28,10,8,17
2022-23,Jordan McLaughlin,MIN,PG,43,678,161,62,148,32,4,33
2022-23,Kai Jones,CHO,C,46,550,157,123,15,17,30,31
2022-23,Raul Neto,CLE,PG,48,505,157,46,79,17,4,24
2022-23,Moses Brown,LAC,C,36,294,155,139,4,4,14,15
2022-23,Admiral Schofield,ORL,PF,37,451,155,62,31,8,5,16
2022-23,Juan Toscano-Anderson,LAL,SF,52,700,155,124,65,16,10,34
2022-23,A.J. Green,MIL,SG,35,345,154,45,22,6,0,9
2022-23,Bruno Fernando,HOU,C,39,405,153,137,31,6,34,25
2022-23,Derrick Rose,NYK,PG,27,338,152,40,46,7,5,22
2022-23,Saben Lee,PHO,PG,25,373,151,45,67,19,1,24
2022-23,TyTy Washington Jr.,HOU,PG,31,433,145,45,47,15,2,14
2022-23,Brandon Boston Jr.,LAC,SF,22,248,143,30,20,9,0,12
2022-23,Dalano Banton,TOR,PG,31,279,142,45,36,13,13,18
2022-23,Damian Jones,LAL,C,41,477,142,122,15,8,21,23
2022-23,Kevon Harris,ORL,SG,34,457,141,70,16,17,5,21
2022-23,Furkan Korkmaz,PHI,SG,37,353,140,42,22,10,3,24
2022-23,Nathan Knight,MIN,C,38,291,139,56,13,10,6,21
2022-23,Frank Ntilikina,DAL,SG,47,607,135,62,58,16,7,29
2022-23,Markieff Morris,BRK,PF,35,355,132,71,31,9,5,18
2022-23,Richaun Holmes,SAC,C,42,348,130,80,9,3,11,14
2022-23,Max Christie,LAL,SG,41,512,128,75,21,9,7,13
2022-23,Chuma Okeke,ORL,SF,27,518,128,96,37,19,11,17
2022-23,Udoka Azubuike,UTA,C,36,359,125,119,11,6,15,18
2022-23,Jae Crowder,MIL,PF,18,340,124,69,27,12,6,7
2022-23,Patrick Baldwin Jr.,GSW,SF,31,226,122,40,11,6,4,11
2022-23,Juancho Hernangómez,TOR,PF,42,614,122,123,25,16,6,15
2022-23,Matt Ryan,MIN,SF,34,310,122,26,16,5,1,7
2022-23,Gorgui Dieng,SAS,C,31,358,121,107,53,4,14,32
2022-23,Kenneth Lofton Jr.,MEM,PF,24,176,120,51,20,5,2,12
2022-23,Orlando Robinson,MIA,C,31,425,116,126,25,12,12,16
2022-23,Kira Lewis Jr.,NOP,PG,25,235,114,33,23,10,2,10
2022-23,McKinley Wright IV,DAL,PG,27,335,114,47,58,8,5,19
2022-23,Robin Lopez,CLE,C,37,299,112,51,19,2,8,25
2022-23,Dominick Barlow,SAS,PF,28,408,110,102,24,10,19,15
2022-23,Ish Smith,DEN,PG,43,398,108,54,100,8,7,44
2022-23,Jake LaRavia,MEM,PF,35,414,105,63,21,12,4,18
2022-23,Boban Marjanović,HOU,C,31,171,102,60,9,5,2,14
2022-23,Gary Payton II,POR,SG,22,367,101,69,30,22,5,16
2022-23,Kessler Edwards,SAC,SF,36,385,100,61,23,14,6,13
2022-23,Jamal Cain,MIA,PF,18,240,98,52,12,11,1,6
2022-23,Cody Zeller,MIA,C,15,217,98,64,10,3,4,14
2022-23,Theo Pinson,DAL,SG,40,323,95,63,46,6,1,12
2022-23,Skylar Mays,POR,PG,6,189,92,19,50,6,1,10
2022-23,Bryn Forbes,MIN,SG,25,268,89,15,17,7,2,12
2022-23,Davon Reed,DEN,SG,43,342,89,59,23,15,4,20
2022-23,Frank Kaminsky,ATL,C,36,235,89,52,32,6,4,9
2022-23,Terry Taylor,IND,PF,31,264,89,47,10,3,6,9
2022-23,Johnny Juzang,UTA,SG,18,232,87,39,8,4,3,3
2022-23,David Duke Jr.,BRK,SG,23,228,85,29,21,10,1,18
2022-23,Dalen Terry,CHI,SG,38,214,85,37,22,11,5,8
2022-23,Nikola Jović,MIA,PF,15,204,82,31,10,7,2,10
2022-23,Kennedy Chandler,MEM,PG,36,281,78,38,58,12,5,18
2022-23,Peyton Watson,DEN,SG,23,186,75,37,11,2,11,8
2022-23,Kemba Walker,DAL,PG,9,144,72,16,19,2,2,4
2022-23,Luka Šamanić,UTA,PF,7,161,69,30,15,6,2,10
2022-23,Serge Ibaka,MIL,C,16,185,66,44,4,2,7,11
2022-23,Jeff Dowtin Jr.,TOR,PG,25,259,61,23,31,9,3,5
2022-23,Danny Green,CLE,SG,11,138,61,14,6,6,3,10
2022-23,Moussa Diabaté,LAC,C,22,195,59,50,4,7,8,9
2022-23,Mamadi Diakite,CLE,C,22,176,57,30,8,4,9,12
2022-23,Quenton Jackson,WAS,PG,9,135,56,8,15,4,1,4
2022-23,A.J. Lawson,DAL,SG,15,108,56,21,2,2,0,3
2022-23,Jonathan Isaac,ORL,PF,11,124,55,44,6,14,4,4
2022-23,Nate Williams,POR,SG,5,127,53,15,10,3,2,4
2022-23,Trent Forrest,ATL,SG,23,277,52,37,38,7,2,15
2022-23,Thanasis Antetokounmpo,MIL,PF,37,206,51,44,15,3,3,12
2022-23,Jay Huff,WAS,C,7,95,51,21,10,3,4,5
2022-23,James Johnson,IND,PF,18,162,51,30,15,7,6,8
2022-23,Garrett Temple,NOP,SG,25,162,50,17,13,9,2,4
2022-23,Lindell Wigginton,MIL,PG,7,87,50,7,14,0,2,12
2022-23,Daniel Theis,IND,C,7,109,49,22,9,2,6,3
2022-23,Matthew Dellavedova,SAC,PG,32,213,47,13,41,7,0,10
2022-23,Josh Minott,MIN,SF,15,96,46,25,5,4,6,3
2022-23,KZ Okpala,SAC,PF,35,248,46,34,13,7,7,7
2022-23,John Butler,POR,C,19,221,45,17,11,7,9,1
2022-23,Jared Rhoden,DET,SG,14,198,45,37,4,4,1,3
2022-23,Jarrett Culver,ATL,SF,10,137,44,38,6,6,2,7
2022-23,Shaquille Harrison,POR,SG,5,120,44,22,30,11,2,6
2022-23,Otto Porter Jr.,TOR,SF,8,146,44,19,8,11,0,4
2022-23,Dru Smith,BRK,SG,15,158,44,24,22,10,4,3
2022-23,Khem Birch,TOR,C,20,162,43,25,7,5,5,8
2022-23,Alex Len,SAC,C,26,161,43,60,12,4,11,16
2022-23,Meyers Leonard,MIL,C,9,114,43,34,1,2,0,6
2022-23,Wendell Moore Jr.,MIN,SG,29,153,42,18,18,8,5,8
2022-23,Jaden Springer,PHI,SG,16,89,42,14,8,7,3,3
2022-23,Jason Preston,LAC,PG,14,124,41,22,27,2,0,10
2022-23,Omer Yurtseven,MIA,C,9,83,40,23,2,2,2,4
2022-23,Xavier Cooks,WAS,PF,10,126,38,38,6,6,4,8
2022-23,Jared Butler,OKC,PG,6,77,37,4,8,5,0,5
2022-23,Vít Krejčí,ATL,PG,29,165,36,26,17,5,1,5
2022-23,Olivier Sarr,OKC,C,9,114,36,31,4,1,5,4
2022-23,Cody Martin,CHO,SF,7,134,35,24,11,4,1,2
2022-23,Nerlens Noel,DET,C,17,195,35,46,10,16,10,13
2022-23,Isaiah Mobley,CLE,PF,12,84,31,20,3,4,3,1
2022-23,Vince Williams Jr.,MEM,SG,15,105,30,15,4,6,2,5
2022-23,Greg Brown III,POR,PF,16,93,28,19,3,4,5,6
2022-23,Jordan Hall,SAS,SF,9,83,28,12,11,1,0,7
2022-23,Joshua Primo,SAS,SG,4,93,28,13,18,1,2,11
2022-23,Udonis Haslem,MIA,C,7,71,27,11,0,1,2,1
2022-23,Ryan Arcidiacono,NYK,PG,20,172,26,15,23,5,0,7
2022-23,Mac McClung,PHI,SG,2,41,25,10,9,0,0,3
2022-23,Sam Merrill,CLE,SG,5,59,25,9,5,4,0,0
2022-23,Noah Vonleh,BOS,C,23,171,25,48,7,2,8,11
2022-23,Keon Ellis,SAC,SG,16,71,24,8,6,5,1,1
2022-23,Micah Potter,UTA,PF,7,52,24,16,4,1,0,2
2022-23,Gabe York,IND,SG,3,56,24,6,5,2,0,0
2022-23,Ryan Rollins,GSW,PG,12,62,23,12,6,1,1,16
2022-23,Jarrell Brantley,UTA,PF,4,39,22,6,3,0,2,2
2022-23,PJ Dozier,SAC,SF,16,79,22,14,10,6,1,5
2022-23,Tyrese Martin,ATL,SG,16,66,21,12,2,1,0,2
2022-23,Trevelin Queen,IND,SG,7,70,21,17,6,2,5,7
2022-23,Jack White,DEN,SF,17,66,21,17,4,3,2,2
2022-23,Ron Harper Jr.,TOR,PF,9,48,20,7,4,0,1,0
2022-23,Justin Jackson,BOS,SF,23,107,20,17,9,4,4,2
2022-23,Carlik Jones,CHI,PG,7,56,20,5,6,2,0,2
2022-23,Louis King,PHI,PF,1,29,20,4,2,1,0,2
2022-23,Tony Bradley,CHI,C,12,33,19,11,1,1,1,1
2022-23,JD Davison,BOS,SG,12,66,19,9,11,2,2,4
2022-23,Michael Carter-Williams,ORL,PG,4,44,17,5,7,1,1,4
2022-23,Andre Iguodala,GSW,PF,8,113,17,17,19,4,3,9
2022-23,Justin Minaya,POR,SF,4,89,17,15,4,2,5,4
2022-23,Xavier Sneed,CHO,SF,4,48,17,5,5,0,1,3
2022-23,Buddy Boeheim,DET,SF,10,90,16,6,4,2,0,0
2022-23,RaiQuan Gray,BRK,PF,1,35,16,9,7,0,1,4
2022-23,Jamaree Bouyea,MIA,PG,5,71,15,6,4,4,2,4
2022-23,Darius Days,HOU,SF,4,25,15,6,1,0,1,0
2022-23,Scotty Pippen Jr.,LAL,PG,6,32,14,4,2,2,1,2
2022-23,Jay Scrubb,ORL,SG,2,30,13,6,1,2,0,3
2022-23,Neemias Queta,SAC,C,5,29,12,11,1,0,2,1
2022-23,Justin Champagnie,TOR,SF,5,34,11,8,4,1,0,0
2022-23,Facundo Campazzo,DAL,PG,8,52,10,2,9,6,0,3
2022-23,Lester Quiñones,GSW,SG,4,18,10,3,2,1,0,5
2022-23,Kendall Brown,IND,SG,6,40,9,6,3,4,0,2
2022-23,Tyler Dorsey,DAL,SF,3,8,9,2,0,0,0,0
2022-23,Trevor Hudgins,HOU,PG,5,28,9,0,3,0,0,1
2022-23,Cole Swider,LAL,SF,7,41,9,7,4,0,0,0
2022-23,Isaiah Todd,WAS,PF,6,61,9,12,4,1,0,2
2022-23,Joe Wieskamp,TOR,SF,9,50,9,4,3,0,0,1
2022-23,Chance Comanche,POR,C,1,21,7,3,0,0,1,0
2022-23,Alize Johnson,SAS,PF,4,30,7,10,1,1,0,4
2022-23,Xavier Moon,LAC,SG,4,20,7,3,5,0,0,1
2022-23,Leandro Bolmaro,UTA,SF,14,68,6,7,7,3,1,7
2022-23,Vernon Carey Jr.,WAS,C,11,28,6,11,3,2,2,2
2022-23,Mfiondu Kabengele,BOS,PF,4,36,6,10,0,2,0,1
2022-23,Marko Simonovic,CHI,C,7,20,6,2,0,0,0,0
2022-23,Malcolm Hill,CHI,SF,5,9,5,3,0,0,0,0
2022-23,Kobi Simmons,CHO,SG,5,28,5,4,5,0,2,1
2022-23,Dylan Windler,CLE,SF,3,10,5,0,1,1,0,1
2022-23,Braxton Key,DET,SF,3,9,4,1,0,0,0,0
2022-23,Dereon Seabron,NOP,SG,5,12,4,1,0,0,0,0
2022-23,Donovan Williams,ATL,SG,2,4,4,2,0,0,0,0
2022-23,Devon Dotson,WAS,PG,6,53,3,10,8,5,0,3
2022-23,Jacob Gilyard,MEM,PG,1,41,3,4,7,3,0,2
2022-23,Trevor Keels,NYK,SG,3,8,3,2,0,0,0,0
2022-23,Jordan Schakel,WAS,SF,2,6,3,0,1,1,0,0
2022-23,Chima Moneke,SAC,SF,2,8,2,2,1,0,0,2
2022-23,Chris Silva,DAL,PF,1,3,2,0,0,0,0,1
2022-23,Stanley Umude,DET,SG,1,2,2,0,0,1,1,0
2022-23,Sterling Brown,LAL,SF,4,24,0,8,2,3,0,0
2022-23,Deonte Burton,SAC,PF,2,6,0,0,0,0,0,0
2022-23,Michael Foster Jr.,PHI,PF,1,1,0,0,0,0,0,0
2022-23,Frank Jackson,UTA,PG,1,5,0,2,1,0,0,0
2022-23,Alondes Williams,BRK,SG,1,5,0,1,0,0,0,2
