season,name,team,pos,games,minutes,points,rebounds,assists,steals,blocks,turnovers
2024-25,Onyeka Okongwu,ATL,C,74,2064,988,660,168,69,68,90
2024-25,Dennis Schröder,DET,PG,75,2105,980,198,404,66,12,142
2024-25,Keldon Johnson,SAS,SF,77,1838,979,371,125,49,22,77
2024-25,Amen Thompson,HOU,SF,69,2225,970,564,265,97,89,138
2024-25,Jimmy Butler,GSW,SF,55,1746,964,296,298,77,18,74
2024-25,Kyle Kuzma,MIL,PF,65,1936,964,370,152,36,19,146
2024-25,Keegan Murray,SAC,PF,76,2610,942,507,109,61,69,60
2024-25,Zaccharie Risacher,ATL,SF,75,1843,942,268,92,52,37,92
2024-25,Jalen Duren,DET,C,78,2034,918,807,209,54,89,136
2024-25,Naji Marshall,DAL,SF,69,1919,914,328,208,70,11,112
2024-25,Aaron Wiggins,OKC,SG,76,1744,914,295,134,60,18,69
2024-25,Buddy Hield,GSW,SG,82,1863,912,264,134,69,23,91
2024-25,Kelly Oubre Jr.,PHI,SF,60,2078,906,368,108,92,30,80
2024-25,Bradley Beal,PHO,SG,53,1702,902,177,195,58,28,99
2024-25,Lauri Markkanen,UTA,PF,47,1476,892,278,70,33,17,66
2024-25,Toumani Camara,POR,PF,78,2548,882,450,175,116,50,109
2024-25,Ty Jerome,CLE,SG,70,1393,878,173,237,78,3,92
2024-25,Spencer Dinwiddie,DAL,PG,79,2136,872,209,349,70,17,102
2024-25,Alex Sarr,WAS,C,67,1814,869,435,161,44,101,114
2024-25,Rudy Gobert,MIN,C,72,2389,866,785,127,56,104,89
2024-25,Tim Hardaway Jr.,DET,SG,77,2153,844,183,123,38,7,48
2024-25,Fred VanVleet,HOU,PG,60,2111,844,221,333,94,25,87
2024-25,Jonas Valančiūnas,WAS,C,81,1524,843,627,164,37,46,120
2024-25,Keon Johnson,BRK,SG,79,1925,839,297,175,82,30,116
2024-25,Scoot Henderson,POR,PG,66,1759,837,198,335,68,13,177
2024-25,P.J. Washington,DAL,PF,57,1835,836,442,131,63,60,118
2024-25,Obi Toppin,IND,PF,79,1545,833,318,128,46,28,68
2024-25,Tyus Jones,PHO,PG,81,2174,829,196,429,69,8,91
2024-25,Jakob Poeltl,TOR,C,57,1686,824,547,158,66,71,111
2024-25,Gary Trent Jr.,MIL,SG,74,1893,824,168,87,72,4,42
2024-25,Jaylen Wells,MEM,SG,79,2043,823,268,135,44,8,69
2024-25,Kristaps Porziņģis,BOS,C,42,1210,818,284,87,31,63,53
2024-25,Duncan Robinson,MIA,SF,74,1786,817,167,176,40,6,86
2024-25,Julian Champagnie,SAS,SF,82,1932,815,318,111,61,35,74
2024-25,Santi Aldama,MEM,PF,65,1660,811,416,188,52,29,71
2024-25,Bub Carrington,WAS,PG,82,2458,807,341,364,54,21,141
2024-25,Kawhi Leonard,LAC,SF,37,1180,796,219,116,59,17,72
2024-25,Georges Niang,CLE,PF,79,1697,784,272,111,28,14,82
2024-25,Derrick Jones Jr.,LAC,SF,77,1873,781,263,60,79,33,66
2024-25,Scotty Pippen Jr.,MEM,PG,79,1683,779,259,347,103,30,138
2024-25,Gradey Dick,TOR,SG,54,1587,777,193,98,48,10,83
2024-25,Caris LeVert,CLE,SG,64,1596,776,203,215,57,33,76
2024-25,Rui Hachimura,LAL,PF,59,1869,775,295,83,45,26,49
2024-25,Nickeil Alexander-Walker,MIN,SG,82,2073,773,265,223,50,34,99
2024-25,Brice Sensabaugh,UTA,SF,71,1432,772,210,110,46,8,107
2024-25,Kevin Porter Jr.,LAC,SG,75,1482,771,278,256,81,13,136
2024-25,Guerschon Yabusele,PHI,C,70,1895,768,395,148,58,24,87
2024-25,John Collins,UTA,PF,40,1220,758,327,80,39,40,103
2024-25,Isaiah Joe,OKC,SG,74,1604,756,196,119,48,9,38
2024-25,Jalen Wilson,BRK,PF,79,2031,749,270,145,40,5,79
2024-25,Max Christie,LAL,SG,78,2127,749,258,146,64,31,88
2024-25,Aaron Gordon,DEN,PF,51,1447,748,247,164,23,14,73
2024-25,Brandin Podziemski,GSW,SG,64,1716,747,325,220,69,13,75
2024-25,Zion Williamson,NOP,PF,30,857,737,216,159,37,27,90
2024-25,Anthony Black,ORL,PG,78,1887,736,230,240,86,48,139
2024-25,D'Angelo Russell,LAL,PG,58,1480,732,162,297,56,23,108
2024-25,Bilal Coulibaly,WAS,SF,59,1948,727,294,199,78,41,125
2024-25,Nic Claxton,BRK,C,70,1882,724,515,157,62,100,87
2024-25,Moses Moody,GSW,SG,74,1649,724,189,96,59,31,54
2024-25,Donte DiVincenzo,MIN,SG,62,1606,723,228,225,73,17,99
2024-25,Chris Paul,SAS,PG,82,2292,723,296,605,103,22,129
2024-25,T.J. McConnell,IND,PG,79,1415,720,193,351,83,21,109
2024-25,Luguentz Dort,OKC,SF,71,2073,719,293,115,79,39,51
2024-25,Jonathan Kuminga,GSW,PF,47,1144,719,217,104,38,21,71
2024-25,Dalton Knecht,LAL,SF,78,1494,706,216,66,24,8,37
2024-25,Corey Kispert,WAS,SF,61,1602,705,181,103,26,14,64
2024-25,Daniel Gafford,DAL,C,57,1226,701,388,80,23,102,66
2024-25,Jabari Smith Jr.,HOU,PF,57,1716,698,399,60,25,41,61
2024-25,Amir Coffey,LAC,SG,72,1748,696,161,77,40,7,45
2024-25,Kyle Filipowski,UTA,C,72,1522,690,440,140,48,22,102
2024-25,Matas Buzelis,CHI,SF,80,1511,688,278,79,29,75,74
2024-25,Tari Eason,HOU,PF,57,1420,686,362,83,97,50,65
2024-25,Jrue Holiday,BOS,PG,62,1896,686,265,239,66,27,77
2024-25,Kevin Huerter,SAC,SG,69,1679,681,205,156,66,23,67
2024-25,Grayson Allen,PHO,SG,64,1544,680,194,137,54,19,75
2024-25,Jalen Johnson,ATL,SF,36,1284,680,359,181,56,36,106
2024-25,Royce O'Neale,PHO,SF,75,1837,680,349,163,67,34,65
2024-25,Bobby Portis,MIL,PF,49,1244,680,411,104,35,26,57
2024-25,Terry Rozier,MIA,PG,64,1658,679,238,167,37,14,78
2024-25,Jerami Grant,POR,PF,47,1524,677,163,101,41,46,65
2024-25,Kentavious Caldwell-Pope,ORL,SG,77,2279,673,169,136,99,34,62
2024-25,Mark Williams,CHO,C,44,1171,671,447,109,32,54,71
2024-25,Ochai Agbaji,TOR,SG,64,1739,667,242,98,58,30,54
2024-25,Keon Ellis,SAC,SG,80,1948,666,212,120,121,63,71
2024-25,Paul George,PHI,PF,41,1334,665,219,178,75,20,106
2024-25,Yves Missi,NOP,C,73,1956,665,601,99,37,98,82
2024-25,Taurean Prince,MIL,SF,80,2166,656,287,155,76,15,82
2024-25,Andrew Nembhard,IND,SG,65,1881,653,216,326,79,11,112
2024-25,Walker Kessler,UTA,C,58,1740,641,707,97,36,138,86
2024-25,Isaiah Hartenstein,OKC,C,57,1590,637,611,219,47,62,96
2024-25,Ziaire Williams,BRK,SF,63,1541,632,287,84,62,28,67
2024-25,Cole Anthony,ORL,PG,67,1234,630,204,191,45,32,103
2024-25,Wendell Carter Jr.,ORL,C,68,1758,618,492,134,52,41,77
2024-25,Jeremy Sochan,SAS,PF,54,1364,617,352,128,45,27,84
2024-25,Isaiah Collier,UTA,PG,71,1839,615,235,446,66,16,208
2024-25,Draymond Green,GSW,PF,68,1983,613,414,383,99,70,174
2024-25,Miles McBride,NYK,SG,64,1593,611,161,187,67,17,41
2024-25,Zach Edey,MEM,C,66,1416,610,548,65,36,85,88
2024-25,Sam Hauser,BOS,PF,71,1541,605,224,64,41,13,23
2024-25,Jordan Hawkins,NOP,SG,56,1321,604,158,66,30,23,58
2024-25,Jordan Clarkson,UTA,SG,37,962,600,118,138,31,9,86
2024-25,Cam Thomas,BRK,SG,25,781,599,83,94,15,2,62
2024-25,Kel'el Ware,MIA,C,64,1422,595,473,60,39,71,57
2024-25,Ausar Thompson,DET,SF,59,1328,594,303,134,98,40,80
2024-25,Nick Smith Jr.,CHO,SG,60,1369,591,128,145,17,6,82
2024-25,Kyshawn George,WAS,SG,68,1802,590,285,169,68,50,97
2024-25,Julian Strawther,DEN,SG,65,1384,588,142,83,39,16,57
2024-25,Davion Mitchell,TOR,PG,74,2027,588,167,363,72,16,128
2024-25,Bogdan Bogdanović,LAC,SG,54,1348,583,159,146,41,11,74
2024-25,Mike Conley,MIN,PG,71,1756,582,182,319,79,14,75
2024-25,Jose Alvarado,NOP,PG,56,1366,579,136,259,74,14,86
2024-25,Deandre Ayton,POR,C,40,1206,576,406,64,31,39,69
2024-25,Luke Kennard,MEM,SG,65,1472,576,183,215,50,5,72
2024-25,Johnny Juzang,UTA,SG,64,1270,571,184,68,39,8,36
2024-25,Jaime Jaquez Jr.,MIA,SF,66,1368,570,290,166,61,14,98
2024-25,Brandon Miller,CHO,SF,27,924,568,131,98,29,20,76
2024-25,Cason Wallace,OKC,SG,68,1876,568,229,173,120,35,59
2024-25,Jalen Suggs,ORL,PG,35,1002,567,141,129,51,33,102
2024-25,Ayo Dosunmu,CHI,SG,46,1394,566,161,208,43,18,69
2024-25,Patrick Williams,CHI,PF,63,1576,566,237,124,48,32,86
2024-25,Immanuel Quickley,TOR,PG,33,918,564,117,191,23,4,58
2024-25,Dalano Banton,POR,PG,67,1120,559,135,160,43,34,86
2024-25,Peyton Watson,DEN,SF,68,1656,551,233,94,48,93,56
2024-25,Dorian Finney-Smith,LAL,PF,63,1818,549,247,90,58,23,56
2024-25,Justin Champagnie,WAS,SF,62,1340,544,351,60,65,39,54
2024-25,Dejounte Murray,NOP,PG,31,1012,542,200,228,63,12,106
2024-25,A.J. Green,MIL,SG,73,1659,541,174,108,37,7,40
2024-25,Aaron Nesmith,IND,SF,45,1122,541,178,54,35,17,37
2024-25,Jared Butler,WAS,SG,60,1044,541,110,220,42,13,80
2024-25,Al Horford,BOS,C,60,1659,538,369,128,36,51,46
2024-25,Brandon Clarke,MEM,PF,64,1207,534,326,66,52,36,41
2024-25,Tristan Da Silva,ORL,SF,74,1629,533,245,113,33,18,56
2024-25,Jamal Shead,TOR,PG,75,1467,533,115,316,58,10,117
2024-25,Ricky Council IV,PHI,SF,73,1250,532,214,97,32,13,52
2024-25,Nick Richards,PHO,C,57,1256,529,466,49,14,55,81
2024-25,Jaden Ivey,DET,SG,30,898,528,124,119,28,11,89
2024-25,Jalen Smith,CHI,C,64,962,524,357,65,17,44,37
2024-25,Tyrese Martin,BRK,SG,60,1315,523,219,122,34,9,74
2024-25,Ron Holland,DET,SF,81,1266,522,218,82,49,17,72
2024-25,Terance Mann,LAC,SG,67,1414,517,199,121,47,15,47
2024-25,Ryan Dunn,PHO,SF,74,1410,511,267,57,44,40,40
2024-25,Sam Merrill,CLE,SG,71,1401,509,157,108,53,14,35
2024-25,Josh Green,CHO,SG,68,1887,506,172,108,74,15,70
2024-25,Goga Bitadze,ORL,C,70,1430,502,463,137,49,98,72
2024-25,Chris Boucher,TOR,PF,50,862,502,224,33,24,25,29
2024-25,Cameron Payne,NYK,PG,72,1090,500,104,203,39,16,52
2024-25,Jaden Hardy,DAL,SG,57,907,496,89,81,28,5,82
2024-25,Nikola Jović,MIA,PF,46,1156,494,180,131,38,13,60
2024-25,Clint Capela,ATL,C,55,1176,488,469,62,34,53,47
2024-25,Chet Holmgren,OKC,C,32,877,479,257,63,23,71,56
2024-25,Haywood Highsmith,MIA,SF,74,1818,478,252,112,68,37,54
2024-25,Cam Whitmore,HOU,SF,51,827,477,151,49,31,13,46
2024-25,Kris Dunn,LAC,PG,74,1783,474,251,210,128,27,74
2024-25,Max Strus,CLE,SF,50,1273,471,217,158,26,12,54
2024-25,Jarace Walker,IND,PF,75,1187,461,229,110,54,25,78
2024-25,Gabe Vincent,LAL,PG,72,1527,460,92,98,51,13,41
2024-25,Jake LaRavia,MEM,PF,66,1349,458,259,158,62,23,86
2024-25,Jusuf Nurkić,CHO,C,51,1063,453,398,115,40,34,97
2024-25,Joel Embiid,PHI,C,19,574,452,155,85,14,18,62
2024-25,Trey Lyles,SAC,PF,69,1349,451,316,82,41,23,39
2024-25,Trendon Watford,BRK,PF,44,913,450,160,115,27,12,83
2024-25,Ja'Kobe Walter,TOR,SG,52,1103,449,160,81,43,10,50
2024-25,Brandon Boston Jr.,NOP,SG,42,993,448,134,92,53,9,52
2024-25,Simone Fontecchio,DET,SF,75,1237,446,215,65,31,12,54
2024-25,Justin Edwards,PHI,SF,44,1155,445,148,69,45,16,49
2024-25,Seth Curry,CHO,SG,68,1062,444,113,60,27,7,32
2024-25,Luke Kornet,BOS,C,73,1361,441,388,117,36,71,31
2024-25,Khris Middleton,MIL,SF,37,843,440,137,150,35,8,56
2024-25,Jay Huff,MEM,C,64,748,439,129,38,16,56,34
2024-25,Donovan Clingan,POR,C,67,1324,436,527,77,34,110,72
2024-25,Kenrich Williams,OKC,PF,69,1132,436,241,97,43,10,39
2024-25,Isaiah Stewart,DET,C,72,1434,435,399,123,28,101,68
2024-25,Thomas Bryant,IND,C,66,963,429,251,53,28,41,30
2024-25,Noah Clowney,BRK,PF,46,1042,420,181,40,24,21,46
2024-25,Jamison Battle,TOR,SF,59,1042,419,158,53,17,10,27
2024-25,Jeremiah Robinson-Earl,NOP,PF,66,1239,418,315,88,39,7,51
2024-25,Vít Krejčí,ATL,PG,57,1153,412,156,147,36,26,50
2024-25,Trayce Jackson-Davis,GSW,C,62,967,407,311,104,23,38,45
2024-25,Zach Collins,SAS,PF,64,977,407,288,111,29,29,60
2024-25,Moussa Diabaté,CHO,C,71,1241,403,438,56,46,40,61
2024-25,Brandon Ingram,NOP,SF,18,595,400,100,93,16,11,69
2024-25,Gary Payton II,GSW,SG,62,927,400,185,83,52,17,39
2024-25,Day'Ron Sharpe,BRK,C,50,908,397,330,91,41,42,63
2024-25,Jonathan Mogbo,TOR,PF,63,1286,389,311,146,55,34,70
2024-25,Moritz Wagner,ORL,C,30,564,386,148,42,24,12,49
2024-25,Sandro Mamukelashvili,SAS,PF,61,681,385,187,48,22,17,26
2024-25,Kelly Olynyk,TOR,C,44,891,384,206,128,33,19,76
2024-25,Jaxson Hayes,LAL,C,56,1093,383,269,58,31,51,43
2024-25,Alex Caruso,OKC,SG,54,1041,382,159,137,87,30,37
2024-25,Jonathan Isaac,ORL,PF,71,1090,380,314,40,61,80,33
2024-25,Precious Achiuwa,NYK,C,57,1170,379,317,55,47,42,45
2024-25,Talen Horton-Tucker,CHI,SG,58,724,379,100,83,21,11,40
2024-25,Marcus Sasser,DET,PG,57,811,375,69,133,37,4,54
2024-25,Julian Phillips,CHI,SF,79,1123,366,169,39,38,20,27
2024-25,Cody Martin,CHO,SF,53,1173,358,224,105,56,32,51
2024-25,Kyle Anderson,GSW,PF,61,1002,357,206,145,40,33,37
2024-25,Alec Burks,MIA,SG,49,863,356,124,55,28,7,29
2024-25,Caleb Martin,PHI,SF,45,1218,356,177,95,46,23,56
2024-25,Garrison Mathews,ATL,SG,47,830,353,87,60,26,15,31
2024-25,Tidjane Salaün,CHO,PF,60,1244,353,280,74,29,14,58
2024-25,Jared McCain,PHI,SG,23,592,352,56,60,15,0,37
2024-25,Ryan Rollins,MIL,PG,56,820,349,108,104,42,17,53
2024-25,Javonte Green,NOP,SG,68,1258,347,218,56,65,31,32
2024-25,Kevon Looney,GSW,C,76,1142,344,462,118,46,37,39
2024-25,Aaron Holiday,HOU,PG,62,792,340,78,83,19,11,37
2024-25,Quinten Post,GSW,PF,42,686,340,148,56,16,18,33
2024-25,Bruce Brown,NOP,PG,41,922,340,164,84,34,10,39
2024-25,Adem Bona,PHI,C,58,905,337,245,27,26,69,61
2024-25,Isaac Okoro,CLE,SG,55,1053,337,130,68,32,16,23
2024-25,Svi Mykhailiuk,UTA,SF,38,760,334,90,76,19,7,52
2024-25,Mason Plumlee,PHO,C,74,1300,333,455,134,33,47,59
2024-25,Ben Sheppard,IND,SG,63,1229,332,177,85,38,14,22
2024-25,Tristan Vukcevic,WAS,C,35,513,330,130,39,11,23,42
2024-25,Tre Jones,SAS,PG,46,905,330,116,192,37,10,35
2024-25,Dalen Terry,CHI,SG,73,987,326,124,97,44,15,53
2024-25,Karlo Matković,NOP,PF,42,791,325,209,46,22,41,43
2024-25,Dean Wade,CLE,PF,59,1252,320,249,76,42,20,22
2024-25,DaQuan Jeffries,CHO,SG,47,1071,315,135,53,26,25,35
2024-25,Shake Milton,LAL,SG,57,837,315,104,102,25,4,40
2024-25,Dereck Lively II,DAL,C,36,833,314,270,85,20,56,41
2024-25,Nicolas Batum,LAC,PF,78,1367,313,218,84,52,36,34
2024-25,Jabari Walker,POR,PF,60,749,313,211,37,33,6,34
2024-25,Neemias Queta,BOS,C,62,863,310,236,45,18,42,40
2024-25,Malcolm Brogdon,WAS,PG,24,564,305,91,98,13,5,38
2024-25,Antonio Reeves,NOP,SG,44,660,305,63,39,21,4,30
2024-25,Marcus Smart,MEM,PG,34,680,305,72,109,39,9,54
2024-25,Orlando Robinson,TOR,C,44,770,303,220,77,17,16,49
2024-25,Andre Drummond,PHI,C,40,751,293,310,34,39,18,55
2024-25,Kris Murray,POR,SF,69,1040,287,182,68,35,17,43
2024-25,Landry Shamet,NYK,SG,50,762,286,61,27,23,2,22
2024-25,Jeff Dowtin Jr.,PHI,PG,41,621,285,60,78,24,12,15
2024-25,Josh Okogie,PHO,SG,40,625,283,113,33,48,18,31
2024-25,KJ Simpson,CHO,PG,36,842,282,109,112,34,6,56
2024-25,Drew Eubanks,UTA,C,61,746,280,226,54,12,39,41
2024-25,Jaylin Williams,OKC,PF,47,784,278,262,120,22,29,35
2024-25,Brandon Williams,DAL,PG,33,487,275,58,76,24,5,39
2024-25,KJ Martin,PHI,PF,43,912,274,125,48,17,22,24
2024-25,Vasilije Micić,CHO,PG,41,785,269,89,128,15,0,77
2024-25,Lonzo Ball,CHI,PG,35,777,267,118,115,47,17,41
2024-25,Tosan Evbuomwan,BRK,SF,28,665,267,120,55,24,10,39
2024-25,Jett Howard,ORL,SF,60,701,267,70,44,13,11,36
2024-25,Eric Gordon,PHI,SG,39,768,266,46,65,26,12,28
2024-25,Lindy Waters III,GSW,SG,52,778,256,110,52,27,11,20
2024-25,Ben Simmons,BRK,PG,51,1120,256,241,285,38,23,102
2024-25,Oso Ighodaro,PHO,PF,61,1045,255,222,71,28,29,39
2024-25,Pelle Larsson,MIA,SG,55,782,251,92,65,32,7,24
2024-25,Lonnie Walker IV,PHI,SG,20,477,247,63,50,10,5,25
2024-25,Bol Bol,PHO,PF,36,448,244,104,22,9,25,20
2024-25,Caleb Houstan,ORL,SF,58,788,239,75,35,22,6,13
2024-25,A.J. Lawson,TOR,SG,26,486,236,86,31,13,6,15
2024-25,Malaki Branham,SAS,SG,47,427,235,51,38,11,2,34
2024-25,Ajay Mitchell,OKC,SG,36,597,234,68,64,25,4,29
2024-25,Monte Morris,PHO,PG,45,571,233,67,73,20,3,21
2024-25,Richaun Holmes,WAS,PF,31,534,230,177,42,9,23,21
2024-25,Andre Jackson Jr.,MIL,SG,67,980,230,182,83,34,14,58
2024-25,Cody Williams,UTA,SG,50,1060,230,113,59,23,16,44
2024-25,Reed Sheppard,HOU,PG,52,654,229,78,75,35,17,37
2024-25,Gui Santos,GSW,PF,56,762,227,172,80,25,10,42
2024-25,Steven Adams,HOU,C,58,794,225,327,66,22,28,54
2024-25,AJ Johnson,WAS,SG,29,639,220,59,76,12,3,35
2024-25,Rob Dillingham,MIN,PG,49,516,219,50,98,20,1,53
2024-25,Blake Wesley,SAS,SG,58,683,217,61,114,37,6,54
2024-25,Pat Connaughton,MIL,SG,41,603,216,109,70,9,11,24
2024-25,GG Jackson II,MEM,PF,29,459,209,92,29,12,5,31
2024-25,DeAndre Jordan,DEN,C,56,691,209,284,53,16,27,40
2024-25,Herbert Jones,NOP,SF,20,648,205,78,65,37,9,35
2024-25,Larry Nance Jr.,ATL,PF,24,463,203,103,38,20,13,16
2024-25,Olivier-Maxence Prosper,DAL,PF,52,584,201,126,40,26,6,14
2024-25,Jock Landale,HOU,C,42,500,200,137,37,13,10,21
2024-25,Jalen Pickett,DEN,SG,49,666,200,71,107,19,5,24
2024-25,Kai Jones,LAC,C,40,468,198,125,25,15,23,18
2024-25,Mouhamed Gueye,ATL,PF,33,533,197,139,27,28,33,15
2024-25,Jamal Cain,NOP,SF,37,502,196,85,22,23,9,22
2024-25,Collin Gillespie,PHO,PG,33,461,194,78,78,21,5,17
2024-25,Duop Reath,POR,C,46,469,194,92,26,12,14,16
2024-25,Craig Porter Jr.,CLE,PG,51,513,188,67,71,17,15,38
2024-25,Jae'Sean Tate,HOU,SF,52,588,188,117,47,26,7,22
2024-25,Zeke Nnaji,DEN,PF,57,608,184,90,23,25,38,14
2024-25,Paul Reed,DET,C,45,438,184,123,44,39,25,26
2024-25,Tre Mann,CHO,PG,13,319,183,38,39,7,4,25
2024-25,Vince Williams Jr.,MEM,SG,27,499,179,98,55,12,7,33
2024-25,Cory Joseph,ORL,PG,50,612,177,74,72,26,4,18
2024-25,Danté Exum,DAL,PG,20,372,174,33,56,12,3,22
